xls,site_name,proxy,doi,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,reference,modern_latitude,modern_longitude
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1247.34,,,277.14,17.73,14.83,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1270.01,,,260.6,13.19,11.29,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1282.96,,,239.82,9.01,10.07,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1294.52,,,226.39,9.94,8.32,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1297.3,,,243.17,11.78,10.23,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1301.92,,,249.9,13.8,11.08,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1307.47,,,280.57,15.57,12.47,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1316.26,,,281.01,15.97,12.71,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1326.44,,,242.35,9.8,8.45,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1334.77,,,271.02,14.95,12.31,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1343.6,,,309.18,20.67,15.33,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1352.85,,,311.37,22.69,16.65,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1358.77,,,290.05,17.61,13.41,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1364.19,,,233.47,7.33,10.96,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1371.31,,,277.39,14.49,11.33,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1381.95,,,325.93,21.86,15.31,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1391.33,,,308.66,16.52,12.34,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1401.2,,,310.84,26.68,19.91,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1410.08,,,280.89,17.2,13.08,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1420.54,,,310.85,23.27,16.57,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1426.13,,,247.42,15.45,11.93,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1429.91,,,230.04,13.48,10.05,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1436.94,,,346.85,26.49,18.63,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1444.71,,,253.73,14,11.16,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1451.37,,,282.46,16.78,12.48,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1471.25,,,301.22,17.55,12.89,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1479.09,,,294.14,19.66,14.9,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1486.5,,,276.39,15.72,11.64,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1494.54,,,267.79,13.26,9.97,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1499.12,,,263.02,13.16,9.97,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1507.84,,,258.19,13.45,10.82,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1518.2,,,282.48,15.94,12.02,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1530.04,,,237.71,10.26,8.43,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1537.93,,,273.37,14.87,11.05,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1549.78,,,258.07,13.87,10.91,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1559.64,,,275.12,16.78,12.49,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1569.51,,,268.92,16.03,12.4,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1573.95,,,213.22,13.1,11.38,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1584.81,,,272.4,16.94,12.89,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1596.65,,,279.79,17.1,12.86,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1601.95,,,280.82,16.24,11.4,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1604.73,,,262.6,14.56,10.92,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1612.64,,,194.48,10.7,10.23,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1622.43,,,259.65,14.87,11.86,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1655.25,,,295.17,18.4,12.23,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1658.46,,,258.34,16.15,13.34,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1664.51,,,232.58,11.57,9.6,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1670.14,,,230.75,10.84,9.12,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1680.43,,,279.18,17.36,12.23,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1683.75,,,237.07,14.95,13.56,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1693.28,,,232.53,13.72,12.08,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1709.75,,,249.07,12.78,10.37,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1720.6,,,247.49,13.4,11.5,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1729.98,,,281.54,17.03,12.14,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1740.34,,,267.4,15.94,13.13,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1744.78,,,238.33,11.77,10.23,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1757.61,,,277.08,16.56,11.74,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1767.48,,,265.91,15.09,11.86,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1779.31,,,228.7,13.02,12.31,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1789.51,,,249.56,16.1,14.79,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1800.4,,,253.77,15.56,13.89,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
b_ca_tripati_2009.xlsx,806,Boron Proxies,10.1126/science.1178296,1809.25,,,274.81,19.14,15.43,"Tripati, A.K., C.D. Roberts and R.A. Eagle (2009) Coupling of CO2 and Ice Sheet Stability Over Major Climate Transitions of the Last 20 Million Years, Science, 10.1126/science.1178296, 1178296",0.31972,159.36889
